"ConditionA1.bam" "ConditionA2.bam" "ConditionA3.bam" "ConditionD1.bam" "ConditionD2.bam" "ConditionD3.bam" "ConditionE1.bam" "ConditionE2.bam" "ConditionE3.bam" "ConditionF1.bam" "ConditionF2.bam" "ConditionF3.bam" "ConditionF4.bam" "ConditionG1.bam" "ConditionG2.bam" "ConditionG3.bam" "ConditionG4.bam"
"Cluster-2491.837" 2 12 13 80 6 10 14 1 9 7 0 1 2 0 0 8 33
"Cluster-2491.838" 1 9 9 90 6 5 16 1 16 13 0 0 0 0 0 10 14
"Cluster-2491.839" 3 6 6 111 10 24 11 1 21 18 0 3 4 1 4 21 23
"Cluster-2491.840" 1 0 0 2 0 0 2 0 0 0 3 6 5 4 0 4 6
"Cluster-2491.841" 68 86 172 18 9 30 48 15 33 83 77 71 21 4 43 80 33
"Cluster-2491.842" 3 4 4 36 0 2 9 0 3 3 0 0 1 0 2 4 11
"Cluster-2491.843" 70 34 25 0 0 0 19 29 0 69 124 642 636 0 55 410 241
"Cluster-2491.844" 0 0 1 2 3 1 3 0 2 1 4 0 4 2 1 4 5
"Cluster-2491.845" 0 0 0 1 12 26 442 800 13 3 28 37 491 113 3 0 0
"Cluster-2491.846" 31 6 18 0 0 0 3 9 1 23 43 174 167 0 16 74 61
"Cluster-2491.847" 33 20 7 3 4 1 1 8 0 1 1 6 4 0 1 1 7
"Cluster-2491.849" 0 1 1 17 10 11 2 0 6 5 1 5 2 3 1 3 13
"Cluster-2491.851" 27 20 14 5 9 9 2 3 4 3 5 9 6 3 1 16 11
"Cluster-2491.852" 1 7 0 0 1 0 497 1977 7 4 36 24 180 256 5 1 2
"Cluster-2491.853" 34 37 13 3 4 2 5 1 3 8 6 3 4 7 7 3 3
"Cluster-2491.854" 0 1 0 14 3 4 6 0 3 1 0 0 1 0 0 2 4
"Cluster-2491.856" 3 17 7 0 0 0 358 1757 8 11 119 23 213 164 23 10 2
"Cluster-2491.857" 0 0 0 0 0 0 22 33 1 0 0 1 11 3 0 0 0
"Cluster-2491.858" 0 4 0 0 0 0 179 657 5 4 67 15 110 60 19 0 0
"Cluster-2491.859" 92 30 76 1 0 1 19 50 1 98 134 352 746 0 35 1184 265
"Cluster-2491.861" 4 0 1 0 1 0 8 1 12 0 3 1 4 4 1 9 5
"Cluster-2491.862" 0 0 0 0 0 0 13 0 3 0 0 3 0 0 0 4 2
"Cluster-2491.864" 11 7 2 0 0 0 0 0 0 0 0 3 6 0 0 0 0
"Cluster-2491.865" 0 0 0 103 82 52 33 42 25 2 10 12 28 17 6 42 140
"Cluster-2491.866" 13 3 1 1 7 3 1 4 1 2 4 4 10 0 2 5 7
"Cluster-2491.868" 90 91 49 123 147 75 7 14 33 9 10 7 17 3 11 31 26
"Cluster-2491.870" 7 3 3 4 10 12 2 0 1 0 1 0 0 7 0 0 3
"Cluster-2491.871" 5 3 0 9 16 17 2 0 1 0 1 0 0 7 0 0 3
"Cluster-2491.873" 0 0 0 0 1 0 87 848 3 1 5 8 106 90 1 0 0
"Cluster-2491.874" 14 7 4 11 12 8 1 0 1 4 4 2 22 0 1 1 3
"Cluster-2491.876" 5 1 0 4 7 2 1 1 0 0 0 0 6 1 0 0 2
"Cluster-2491.878" 433 328 463 13 2 6 4 2 0 7 0 3 17 1 0 15 11
"Cluster-2491.879" 6844 6340 6750 350 193 108 43 33 5 74 16 86 482 35 14 181 192
"Cluster-2491.880" 1028 939 1144 57 40 24 8 4 1 9 3 11 51 3 3 35 23
"Cluster-2491.881" 2287 2062 2809 90 40 40 25 13 2 51 7 34 97 4 2 83 59
"Cluster-2491.883" 2469 2159 3003 114 26 35 22 11 6 62 19 38 152 9 9 91 64
"Cluster-2491.885" 27 20 30 5 0 1 0 0 0 1 0 0 1 0 0 2 0
"Cluster-2491.886" 79 50 107 11 3 1 5 0 0 1 0 1 10 0 0 2 1
"Cluster-2491.887" 55 40 47 4 3 1 0 1 1 3 0 0 5 0 1 4 0
"Cluster-2491.888" 480 380 632 50 9 4 10 3 1 2 2 0 40 1 1 20 22
"Cluster-2491.889" 135 129 186 14 1 4 1 3 0 2 0 3 5 0 0 5 3
"Cluster-2491.891" 7 16 11 19 6 7 1 0 2 0 0 3 5 4 0 7 6
"Cluster-2491.892" 7 0 0 7 8 6 1 0 1 0 0 0 0 0 2 9 7
"Cluster-2491.893" 16 9 12 10 12 23 3 9 11 22 17 7 9 13 26 8 9
"Cluster-2491.894" 12 2 2 1 0 0 5 10 0 28 74 121 159 0 30 86 47
"Cluster-2491.895" 0 1 1 0 0 0 3 1 1 1 8 24 20 0 4 13 11
"Cluster-2491.896" 3 4 1 0 0 3 1 2 0 0 4 2 11 1 0 5 1
"Cluster-2491.897" 0 11 3 0 0 6 537 2185 9 2 58 61 523 162 13 4 8
"Cluster-2491.898" 0 0 0 0 0 0 5 2 0 0 0 0 2 1 0 0 0
"Cluster-2491.899" 8 10 8 0 0 0 2 8 0 0 0 0 0 1 0 15 4
"Cluster-2491.900" 37 35 0 1 1 1 0 0 0 0 1 2 0 0 1 0 0
"Cluster-2491.901" 2 3 0 1 5 4 4 1 0 0 1 3 0 2 0 8 1
"Cluster-2491.905" 6 3 7 0 0 0 7 2 0 9 50 50 167 1 11 18 19
"Cluster-2491.907" 2 3 2 7 6 7 0 0 0 0 1 1 6 0 0 1 2
"Cluster-2491.908" 8 7 2 2 5 3 6 3 4 6 2 5 8 3 11 16 4
"Cluster-2491.909" 11 6 3 4 5 2 3 0 2 0 0 3 7 2 1 1 4
"Cluster-2491.911" 12 18 4 15 22 13 6 19 16 8 9 30 28 16 8 18 44
"Cluster-2491.914" 3 0 1 0 0 0 1 1 0 1 8 27 32 0 0 18 7
"Cluster-2491.918" 42 24 24 7 1 1 7 25 2 153 329 483 516 0 99 129 52
"Cluster-2491.919" 35 14 20 10 2 4 6 8 2 85 169 290 205 2 46 135 80
"Cluster-2491.921" 82 61 121 7 13 4 13 16 2 98 247 369 394 0 60 315 160
"Cluster-2491.922" 36 14 14 3 4 3 12 16 0 118 233 428 436 0 71 152 93
"Cluster-2491.923" 15 15 10 3 2 1 1 5 1 0 0 0 4 0 0 10 11
"Cluster-2491.924" 34 31 25 9 4 4 1 8 1 1 1 1 16 3 0 22 23
"Cluster-2491.925" 9 14 33 4 2 4 0 1 2 2 1 0 6 3 0 14 4
"Cluster-2491.926" 12 16 5 4 2 0 1 6 0 0 0 3 5 0 0 7 16
"Cluster-2491.927" 71 65 106 7 16 14 5 14 3 13 17 31 72 6 10 46 23
"Cluster-2491.928" 30 31 24 2 2 1 1 3 0 0 0 0 2 3 0 4 0
"Cluster-2491.930" 3 18 10 6 6 6 1 3 0 5 10 12 24 0 0 13 11
"Cluster-2491.931" 3 7 1 2 1 1 0 0 0 1 5 5 9 0 0 7 2
"Cluster-2491.932" 3 12 7 3 2 6 2 1 1 3 6 7 14 0 0 9 11
"Cluster-2491.935" 0 0 0 0 0 0 40 0 4 39 19 17 0 0 35 0 36
"Cluster-2491.936" 0 0 0 0 0 0 44 0 7 12 13 24 0 0 66 0 60
"Cluster-2491.937" 3 5 1 76 5 16 16 4 10 7 0 1 3 0 0 15 18
"Cluster-2491.938" 1 7 3 63 6 15 9 2 6 8 0 1 3 0 1 20 21
"Cluster-2491.939" 98 35 65 0 4 3 10 27 1 99 165 406 583 0 70 400 116
"Cluster-2491.940" 9 13 14 95 6 15 39 6 23 10 0 2 10 1 2 25 45
"Cluster-2491.941" 6 13 16 122 9 7 32 6 26 21 1 2 4 1 0 19 42
"Cluster-2491.943" 2 6 2 5 4 0 7 6 3 10 17 13 11 2 9 5 11
"Cluster-2491.944" 1 0 0 1 0 0 1 0 0 0 0 0 9 0 0 0 0
"Cluster-2491.945" 12 19 4 3 3 2 1 6 1 0 0 0 6 1 1 5 3
"Cluster-2491.947" 0 1 0 0 2 0 1 1 0 4 2 16 26 0 0 8 3
"Cluster-2491.949" 0 0 0 0 1 0 3 5 3 0 0 0 0 2 0 6 3
"Cluster-2491.950" 190 141 72 0 3 1 10 4 8 126 196 89 205 5 52 14 8
"Cluster-2491.951" 0 0 0 1 8 4 0 1 0 0 0 0 0 0 0 4 2
"Cluster-2491.952" 1 2 5 50 3 11 11 4 6 7 0 1 3 0 1 8 11
"Cluster-2491.953" 0 2 24 217 1 15 45 12 38 41 0 1 4 1 1 22 34
"Cluster-2491.954" 0 0 27 225 3 14 53 9 47 43 0 2 3 2 2 27 38
"Cluster-2491.955" 0 0 19 169 2 7 32 2 44 36 0 2 3 0 2 15 25
"Cluster-2491.956" 0 2 16 126 0 7 31 6 27 28 0 0 2 0 0 10 19
"Cluster-2491.957" 0 0 0 0 0 0 20 4 14 0 0 1 0 1 0 4 4
"Cluster-2491.958" 110 27 65 2 2 1 18 16 4 164 237 695 954 3 76 365 141
"Cluster-2491.959" 5 9 5 3 0 0 1 5 0 0 2 2 10 2 0 4 5
"Cluster-2491.960" 3 4 6 59 2 8 20 2 8 18 0 1 2 4 3 15 16
"Cluster-2491.961" 132 106 47 1 2 3 8 15 14 55 92 55 119 1 16 24 31
"Cluster-2491.962" 19 21 21 28 45 18 18 12 31 3 4 3 7 6 9 25 31
"Cluster-2491.963" 100 58 48 14 18 9 12 25 12 45 75 30 59 9 35 37 60
"Cluster-2491.964" 1 6 1 0 0 0 20 0 3 0 0 4 0 2 1 1 0
"Cluster-2491.966" 17 16 19 23 14 10 4 15 2 0 1 15 26 2 0 21 15
"Cluster-2491.967" 0 0 1 2 0 0 8 5 3 0 0 0 0 5 1 9 8
"Cluster-2491.968" 19 17 51 1 4 5 6 15 2 67 114 241 196 1 51 106 78
"Cluster-2491.973" 28 30 7 13 11 4 7 7 8 5 3 16 9 7 3 7 11
"Cluster-2491.974" 0 0 0 0 0 0 40 0 1 10 8 1 0 0 12 0 10
"Cluster-2491.976" 70 49 32 5 4 7 37 77 4 140 283 1623 1094 4 106 503 1169
"Cluster-2491.977" 23 7 5 9 4 2 10 28 0 11 25 323 575 1 1 228 184
"Cluster-2491.978" 2 4 1 27 1 4 7 2 8 3 0 2 0 0 1 4 4
"Cluster-2491.979" 0 0 0 0 0 0 29 16 0 0 0 1 6 0 0 0 0
"Cluster-2491.980" 16 9 6 3 2 1 11 7 2 23 44 144 124 0 14 93 42
"Cluster-2491.981" 3 2 2 24 1 7 6 0 10 4 0 0 0 1 2 9 10
"Cluster-2491.982" 1 5 2 1 0 0 454 603 6 7 24 15 140 47 11 0 1
"Cluster-2491.983" 4 4 7 9 10 3 4 13 5 0 3 16 7 3 1 9 25
"Cluster-2491.984" 1 2 3 35 77 222 174 1127 0 0 6 9 149 63 0 1 0
"Cluster-2491.985" 0 0 0 41 75 240 12 29 0 0 0 0 0 6 0 0 0
"Cluster-2491.986" 4 2 3 4 5 14 215 1324 1 0 5 13 168 75 1 1 0
"Cluster-2491.987" 0 0 0 0 0 0 15 0 0 2 3 0 0 0 13 0 1
"Cluster-2491.989" 0 0 0 0 0 0 7 0 2 3 0 5 0 0 3 0 23
"Cluster-2491.990" 11 5 11 5 1 1 3 3 2 1 1 4 5 2 0 5 3
"Cluster-2491.991" 1 4 0 0 3 2 121 778 2 4 80 17 86 44 18 2 3
"Cluster-2491.993" 362 204 232 0 6 6 30 118 7 571 1180 2314 2946 2 584 1660 731
"Cluster-2491.994" 210 134 157 0 3 1 9 58 1 185 446 903 1245 0 210 845 373
"Cluster-2491.999" 39 42 17 2 0 3 2 3 0 1 4 8 29 1 1 0 5
"Cluster-2491.1000" 29 45 11 2 1 7 2 2 1 1 4 6 28 1 0 0 5
"Cluster-2491.1001" 3 0 4 4 1 0 2 4 0 0 0 0 0 1 0 1 1
"Cluster-2491.1004" 20 5 13 1 0 0 4 6 0 44 95 97 128 0 43 147 48
"Cluster-2491.1005" 5 1 5 0 0 1 1 2 0 33 7 1 0 3 7 4 0
"Cluster-2491.1008" 0 0 0 0 0 0 47 0 0 4 1 8 0 0 4 0 7
"Cluster-2491.1009" 0 0 1 0 0 0 121 398 1 0 5 5 115 21 4 0 0
"Cluster-2491.1010" 0 0 0 0 0 0 3 3 0 19 40 41 97 0 18 31 19
"Cluster-2491.1014" 10 16 6 14 13 10 1 10 0 0 0 11 20 3 0 16 17
"Cluster-2491.1015" 27 40 13 19 17 14 4 6 2 1 7 5 47 2 2 19 26
"Cluster-2491.1017" 55 46 40 47 39 30 12 73 35 26 44 97 129 36 25 130 108
"Cluster-2491.1019" 102 30 78 0 0 1 15 28 0 104 285 741 895 0 124 662 278
"Cluster-2491.1020" 73 11 28 0 0 0 6 11 0 65 174 315 380 1 76 134 103
"Cluster-2491.1021" 6 5 7 1 0 13 3 0 1 7 2 0 0 6 4 3 8
"Cluster-2491.1022" 0 0 0 0 0 0 14 9 0 0 0 0 59 0 0 0 0
"Cluster-2491.1024" 11 12 8 2 0 1 3 1 0 0 3 2 6 0 0 9 2
"Cluster-2491.1025" 11 8 3 0 1 2 3 0 1 0 3 2 7 2 0 8 4
"Cluster-2491.1027" 17 21 10 12 5 9 10 3 2 3 11 50 51 0 5 20 23
"Cluster-2491.1029" 28 12 32 0 0 0 2 0 0 7 20 188 174 0 8 141 88
"Cluster-2491.1030" 4 4 2 3 3 5 8 5 6 1 5 9 7 2 6 15 10
"Cluster-2491.1034" 230 128 106 0 1 1 0 26 4 21 15 123 169 0 2 16 60
"Cluster-2491.1038" 2 5 6 77 1 8 28 5 21 19 1 1 1 2 1 14 30
"Cluster-2491.1039" 5 2 7 63 7 19 18 2 21 14 1 0 1 4 3 15 22
"Cluster-2491.1040" 152 69 100 1 1 1 25 26 1 147 503 1027 964 0 202 709 338
"Cluster-2491.1042" 0 1 0 0 0 0 71 153 0 0 2 8 40 20 0 0 0
"Cluster-2491.1043" 102 48 88 2 0 0 38 26 14 133 386 702 739 4 96 389 214
"Cluster-2491.1044" 0 0 0 0 0 0 36 0 0 0 0 0 10 0 0 0 0
"Cluster-2491.1045" 4 5 2 3 1 3 3 2 1 4 14 18 17 0 9 7 9
"Cluster-2491.1046" 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0
"Cluster-2491.1048" 17 13 8 2 0 1 13 17 14 8 7 3 17 4 11 29 32
"Cluster-2491.1049" 16 13 9 2 0 1 13 24 14 18 24 14 23 11 12 53 61
"Cluster-2491.1050" 7 4 0 3 2 6 1 2 1 4 10 1 0 0 2 3 3
"Cluster-2491.1051" 0 2 0 1 2 1 6 0 6 1 2 2 2 0 4 6 2
"Cluster-2491.1054" 0 1 0 16 8 4 9 0 16 1 2 0 24 0 1 1 36
"Cluster-2491.1057" 15 8 25 132 13 21 38 8 56 29 1 2 11 2 7 33 83
"Cluster-2491.1058" 59 48 21 42 34 29 18 19 13 22 37 70 79 13 27 95 76
"Cluster-2491.1061" 97 35 80 1 0 0 36 26 0 232 530 1132 1139 3 157 714 337
"Cluster-2491.1062" 129 44 128 3 0 0 37 35 0 322 643 1376 1501 2 235 898 448
"Cluster-2491.1063" 67 19 43 1 0 0 28 19 0 205 394 876 942 0 112 530 253
"Cluster-2491.1064" 58 14 35 0 0 0 26 14 0 137 356 749 787 0 121 475 246
"Cluster-2491.1065" 3 2 3 5 3 9 4 7 0 0 0 1 1 5 1 22 11
"Cluster-2491.1066" 29 18 16 7 7 8 4 7 7 6 18 10 16 1 5 5 1
"Cluster-2491.1067" 0 2 5 0 0 0 3 5 0 0 0 0 4 3 0 16 9
"Cluster-2491.1068" 245 278 151 14 15 7 6 5 4 31 21 6 0 6 13 19 6
"Cluster-2491.1069" 34 77 30 1 1 0 0 0 0 9 4 0 0 1 4 0 2
"Cluster-2491.1071" 22 36 12 22 21 15 2 14 1 4 6 0 5 5 4 36 26
"Cluster-2491.1073" 15 19 12 6 1 3 0 2 1 5 0 1 3 0 5 1 1
"Cluster-2491.1076" 5 3 0 10 7 7 0 1 0 0 2 0 1 0 4 0 1
"Cluster-2491.1077" 2 2 0 21 26 23 5 1 2 0 0 1 2 1 1 12 9
"Cluster-2491.1082" 0 0 0 0 0 0 6 0 0 4 5 3 0 0 16 0 1
"Cluster-2491.1083" 0 0 3 1 5 25 9 1 1 4 3 16 14 0 5 8 4
"Cluster-2491.1084" 9 8 5 4 6 7 3 6 0 2 0 0 7 3 0 2 4
"Cluster-2491.1085" 12 14 6 9 3 10 6 6 3 7 8 7 20 2 9 9 16
"Cluster-2491.1086" 0 0 0 0 0 0 76 111 1 1 2 4 120 0 3 0 0
"Cluster-2491.1088" 1 6 5 1 5 5 194 736 0 3 28 19 189 69 4 3 2
"Cluster-2491.1089" 11 11 7 1 2 0 2 2 2 0 1 0 2 0 0 8 5
"Cluster-2491.1093" 3 3 2 6 6 4 0 0 0 0 0 0 4 0 0 0 2
"Cluster-2491.1094" 37 43 19 20 12 11 1 11 6 0 2 12 17 5 2 18 21
"Cluster-2491.1096" 43 38 24 8 24 14 5 9 1 3 5 11 12 1 1 26 33
"Cluster-2491.1097" 2 4 0 3 1 0 2 3 1 3 2 1 2 2 5 1 9
"Cluster-2491.1100" 0 0 0 0 0 0 23 2 21 0 0 0 0 3 8 5 12
"Cluster-2491.1101" 11 5 2 0 0 0 4 3 0 10 43 63 44 0 9 45 15
"Cluster-2491.1102" 0 0 1 1 0 0 377 0 0 32 28 182 0 0 56 0 23
"Cluster-2491.1103" 18 15 26 3 1 3 4 4 0 3 1 3 4 1 3 5 7
"Cluster-2491.1104" 0 0 0 0 0 0 34 0 0 3 4 2 0 0 0 0 0
"Cluster-2491.1105" 4 7 0 1 0 3 1 3 3 2 1 2 4 7 0 2 1
"Cluster-2491.1107" 265 268 167 34 44 19 11 13 9 12 21 4 2 3 5 20 19
"Cluster-2491.1108" 58 75 35 46 75 48 12 10 12 3 11 4 6 9 6 34 11
"Cluster-2491.1113" 0 0 0 0 0 0 50 0 0 4 11 3 0 0 4 0 6
"Cluster-2491.1114" 319 505 245 17 10 11 5 2 2 34 44 8 12 0 9 3 69
"Cluster-2491.1117" 18 14 3 6 8 9 1 7 0 0 1 3 5 3 0 26 10
"Cluster-2491.1118" 2642 2524 2422 155 33 38 14 7 0 26 10 16 153 3 0 63 66
"Cluster-2491.1119" 1810 1759 1901 112 26 38 11 5 1 21 9 14 137 3 0 48 58
"Cluster-2491.1122" 0 0 50 311 4 15 73 18 60 90 0 0 0 2 1 47 58
"Cluster-2491.1123" 8 6 4 0 2 0 5 0 3 2 0 3 6 4 5 9 10
"Cluster-2491.1124" 15 2 3 1 14 5 14 0 5 1 1 0 5 2 0 16 10
"Cluster-2491.1126" 0 0 0 0 0 0 38 3 25 0 0 0 0 0 2 3 1
"Cluster-2491.1128" 0 4 0 0 0 0 43 245 0 1 5 11 46 15 0 0 0
"Cluster-2491.1129" 5 13 24 169 15 26 55 10 52 40 0 1 10 4 5 43 102
"Cluster-2491.1130" 0 0 0 0 0 0 36 0 0 71 11 30 0 0 17 0 0
"Cluster-2491.1131" 0 0 0 0 0 0 69 0 0 0 1 3 0 0 1 0 0
"Cluster-2491.1133" 0 0 0 1 0 0 9 0 0 0 0 0 1 1 1 6 5
"Cluster-2491.1134" 1 16 8 0 1 0 821 3942 3 0 70 81 295 329 15 13 5
"Cluster-2491.1135" 0 1 0 0 0 0 35 199 0 0 4 3 31 25 3 0 0
"Cluster-2491.1136" 2 4 3 23 17 14 2 8 15 1 5 1 2 1 1 14 5
"Cluster-2491.1137" 0 0 0 8 3 4 1 0 0 0 0 0 1 0 0 1 3
"Cluster-2491.1140" 61 30 65 0 0 1 14 1 0 118 277 566 440 0 67 369 215
"Cluster-2491.1141" 10 17 16 3 1 0 2 1 2 0 2 0 2 0 2 6 2
"Cluster-2491.1144" 0 1 1 0 1 0 4 4 7 0 0 0 0 0 2 23 7
"Cluster-2491.1146" 4 3 5 62 4 13 23 2 23 11 0 0 3 1 4 14 16
"Cluster-2491.1149" 4 6 3 0 0 1 2 1 1 2 2 0 3 0 0 3 1
"Cluster-2491.1152" 14 11 54 32 0 5 10 11 3 19 38 653 11 3 54 10 3
"Cluster-2491.1153" 5 7 12 109 6 26 35 5 24 16 0 2 7 2 7 19 37
"Cluster-2491.1155" 1 28 3 1 0 0 36 4 10 0 1 19 1 8 7 2 4
"Cluster-2491.1156" 25 13 3 13 22 17 3 10 6 0 1 3 11 5 0 1 31
"Cluster-2491.1157" 0 0 0 0 0 0 81 21 20 0 0 1 0 7 8 77 46
"Cluster-2491.1158" 0 0 0 0 3 1 3 0 4 2 1 7 21 1 2 9 43
"Cluster-2491.1160" 87 79 76 99 66 59 20 31 28 31 70 52 93 10 31 65 59
"Cluster-2491.1161" 0 0 0 0 0 0 54 0 0 1 4 0 0 0 11 0 0
"Cluster-2491.1163" 62 51 62 0 0 0 4 11 2 54 143 280 382 0 60 240 147
"Cluster-2491.1164" 11 6 7 0 1 1 2 6 3 2 7 5 7 0 4 24 19
"Cluster-2491.1171" 40 28 53 0 0 0 14 5 0 93 183 352 298 0 66 217 116
"Cluster-2491.1173" 3 3 0 4 1 1 2 3 3 0 0 2 1 1 1 7 0
"Cluster-2491.1174" 2 3 6 37 3 2 14 3 5 4 0 0 3 0 0 7 13
"Cluster-2491.1175" 2 3 6 48 5 10 7 3 8 6 1 2 6 4 3 8 29
"Cluster-2491.1176" 0 0 0 0 0 0 88 261 0 0 13 4 3 0 0 0 0
"Cluster-2491.1177" 0 0 0 0 0 0 5 0 0 0 0 0 1 0 0 0 0
"Cluster-2491.1178" 0 0 6 24 1 0 9 4 8 8 0 1 0 1 0 6 4
"Cluster-2491.1179" 25 31 21 10 4 11 6 6 5 5 4 7 13 3 6 6 19
"Cluster-2491.1180" 3 1 0 9 0 2 4 0 0 4 0 0 3 0 0 3 1
"Cluster-2491.1181" 1 6 10 80 3 10 20 2 19 19 1 0 3 3 0 15 18
"Cluster-2491.1182" 0 24 0 68 0 7 131 0 0 1 43 0 0 0 140 0 0
"Cluster-2491.1183" 29 13 13 6 14 13 12 24 29 11 9 14 29 14 9 85 58
"Cluster-2491.1184" 0 1 6 0 1 2 7 2 4 2 2 6 1 4 3 2 2
"Cluster-2491.1185" 0 15 1 0 3 1 25 2 8 1 2 16 0 4 13 3 6
"Cluster-2491.1186" 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0
"Cluster-2491.1189" 0 1 0 8 4 2 3 2 0 0 0 1 6 1 0 5 4
"Cluster-2491.1190" 0 0 0 0 0 0 127 0 0 56 39 14 0 0 56 0 24
"Cluster-2491.1194" 7 12 0 7 6 6 5 10 4 2 11 3 6 3 2 19 13
"Cluster-2491.1197" 8 8 3 4 6 3 1 7 3 0 2 2 3 3 2 11 11
"Cluster-2491.1198" 139 87 105 47 44 23 15 29 19 270 315 463 444 2 146 127 135
"Cluster-2491.1201" 0 0 6 26 1 4 7 1 6 6 0 0 1 1 0 3 7
"Cluster-2491.1202" 0 0 0 0 0 0 156 0 1 3 8 19 0 0 25 1 17
"Cluster-2491.1203" 0 0 0 0 0 0 110 0 7 2 2 22 0 0 11 0 50
"Cluster-2491.1204" 10 4 3 44 4 8 17 1 4 8 0 2 5 1 1 10 22
"Cluster-2491.1205" 1 0 0 0 0 0 29 87 0 0 1 4 11 5 0 0 0
"Cluster-2491.1207" 27 13 10 1 1 5 2 9 7 6 5 4 4 1 3 43 17
"Cluster-2491.1208" 228 82 172 9 5 2 45 35 6 347 740 1589 1401 2 197 1112 505
"Cluster-2491.1209" 283 104 195 5 1 1 36 40 3 464 830 1730 1569 0 254 1135 550
"Cluster-2491.1211" 1 1 0 2 0 0 29 8 13 0 0 4 2 9 3 53 13
"Cluster-2491.1213" 0 0 0 0 0 0 13 2 5 0 0 0 0 3 2 5 4
"Cluster-2491.1214" 13 51 18 94 229 633 1298 6918 27 15 281 80 956 539 76 25 9
"Cluster-2491.1215" 33 35 37 39 35 28 12 6 3 1 3 3 12 5 4 14 14
"Cluster-2491.1216" 0 0 0 0 0 0 13 0 0 0 0 0 3 0 0 0 0
"Cluster-2491.1217" 0 1 0 0 0 1 28 4 19 0 0 0 1 9 8 27 9
"Cluster-2491.1218" 2 1 0 2 1 0 33 12 43 0 3 0 0 14 15 28 21
"Cluster-2491.1219" 0 0 0 0 0 0 31 0 0 2 1 10 0 0 6 0 5
"Cluster-2491.1223" 103 56 79 0 0 0 37 37 8 414 899 1048 1071 0 254 630 304
"Cluster-2491.1224" 1 6 5 31 0 4 8 1 5 1 0 0 1 3 0 7 12
"Cluster-2491.1227" 0 0 0 5 23 19 30 0 37 0 0 0 0 0 0 6 7
"Cluster-2491.1228" 0 0 0 0 0 0 17 0 0 0 0 0 13 0 0 0 0
"Cluster-2491.1231" 0 0 0 0 0 1 7 3 8 0 0 0 0 3 2 2 3
"Cluster-2491.1232" 162 93 131 0 0 0 30 85 0 298 649 1135 1139 0 328 899 426
"Cluster-2491.1233" 2 0 0 0 0 0 690 1670 13 4 92 73 666 77 14 0 1
"Cluster-2491.1234" 2 0 0 0 0 0 698 1652 14 3 88 100 524 72 14 0 1
"Cluster-2491.1235" 2 0 0 0 0 0 644 1675 10 4 86 78 844 77 14 0 1
"Cluster-2491.1236" 2 0 0 0 0 0 673 1675 10 4 102 78 652 115 17 0 1
"Cluster-2491.1239" 0 0 0 0 0 0 67 89 0 0 2 3 4 12 1 0 0
"Cluster-2491.1240" 0 0 0 0 0 0 26 201 0 0 0 2 2 18 1 0 0
"Cluster-2491.1241" 0 0 0 0 0 0 44 12 0 1 9 11 80 9 0 0 0
"Cluster-2491.1242" 2 0 1 0 0 0 719 1930 10 6 138 73 930 108 14 0 1
"Cluster-2491.1243" 406 158 242 1 2 1 69 63 1 1201 2109 3067 2976 0 767 1908 1049
"Cluster-2491.1245" 2 18 12 6 1 3 16 8 10 1 10 14 22 4 17 51 20
"Cluster-2491.1246" 75 51 73 6 1 1 16 6 0 119 260 441 347 0 92 352 101
"Cluster-2491.1247" 0 0 0 0 0 0 12 0 0 0 0 0 4 0 0 0 0
"Cluster-2491.1248" 2 1 3 15 66 70 97 25 548 1 1 11 3 4 2 47 378
"Cluster-2491.1249" 9 4 10 5 10 7 13 18 39 17 55 29 25 12 20 79 24
"Cluster-2491.1250" 30 33 26 45 39 27 12 19 37 6 8 12 12 29 7 76 57
"Cluster-2491.1252" 16476 15679 17381 986 239 219 138 75 9 312 64 205 1291 33 4 475 322
"Cluster-2491.1253" 4878 4562 5645 350 92 77 38 26 1 112 18 41 401 11 0 163 134
"Cluster-2491.1254" 11 16 25 9 17 16 6 9 8 0 1 4 9 5 2 7 9
"Cluster-2491.1255" 0 0 0 0 0 0 191 0 2 47 19 12 0 0 112 0 13
"Cluster-2491.1256" 2 5 2 3 0 3 3 1 0 1 0 4 3 0 2 2 1
"Cluster-2491.1258" 1 3 1 1 0 1 2 3 2 5 5 7 5 1 2 5 0
"Cluster-2491.1259" 4 2 2 4 1 1 0 1 1 0 10 0 1 1 0 2 2
"Cluster-2491.1260" 79 49 91 1 3 1 25 27 0 174 387 621 675 1 141 401 285
"Cluster-2491.1261" 66 36 57 1 1 1 24 19 1 173 392 693 728 3 131 414 256
"Cluster-2491.1262" 0 1 1 7 0 2 7 1 1 2 0 0 0 0 0 4 6
"Cluster-2491.1263" 416 171 303 1 2 0 63 126 4 360 679 2779 2618 1 336 1965 1026
"Cluster-2491.1264" 0 0 0 2 5 6 51 79 0 1 11 7 52 5 1 1 0
"Cluster-2491.1265" 0 0 0 0 0 0 218 0 0 27 26 38 0 0 84 0 13
"Cluster-2491.1266" 10 7 7 3 1 2 0 2 0 4 1 4 4 0 1 4 3
"Cluster-2491.1267" 11 35 10 12 6 8 2 3 3 15 13 18 21 0 2 15 12
"Cluster-2491.1270" 4 7 6 77 5 11 21 4 12 15 0 2 4 1 3 12 36
